IDENTITAS ARMADA;;;;;;;;;;KEAMANAN;;;;;;;;;;;;;;;;;;;;KESELAMATAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KENYAMANAN;;;;;;;;;;;;KESETARAAN;;;;;;;;;;;;KETERATURAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No;Time Stamp;Unit Kerja;Hari/Tanggal;Waktu Survey;KodeTrayek;Asal - Tujuan;No.Body;Jenis Layanan;Tipe Armada;Identitas Kendaraan;Identitas Kendaraan (Catatan);Tanda Pengenal Pengemudi dan Seragam Awak Kendaraan ;Tanda Pengenal Pengemudi dan Seragam Awak Kendaraan (Catatan);Lampu Isyarat Tanda Darurat;Lampu Isyarat Tanda Darurat (Catatan);Petugas Dalam Bus;Petugas Dalam Bus (Catatan);Kegelapan Kaca Film;Kegelapan Kaca Film (Catatan);Televisi Sirkuit Tertutup (Closed Circuit Television/CCTV);Televisi Sirkuit Tertutup (Closed Circuit Television/CCTV) (Catatan);Ruang Khusus Perempuan;Ruang Khusus Perempuan (Catatan);SOP Penanganan Keamanan;SOP Penanganan Keamanan (Catatan);Informasi Pengaduan Gangguan Keamanan;Informasi Pengaduan Gangguan Keamanan (Catatan);Stiker Larangan Kegiatan;Stiker Larangan Kegiatan (Catatan);SOP Pengoprasian Kendaraan;SOP Pengoprasian Kendaraan (Catatan);SOP Penanganan Keadaan Darurat;SOP Penanganan Keadaan Darurat (Catatan);Tata Cara Mengemudi;Tata Cara Mengemudi (Catatan);Jam Istirahat Pengemudi;Jam Istirahat Pengemudi (Catatan);Kelaikan Kendaraan;Kelaikan Kendaraan (Catatan);Kompetensi Pengemudi;Kompetensi Pengemudi (Catatan);Kelengkapan Administrasi Kendaraan;Kelengkapan Administrasi Kendaraan (Catatan);Fasilitas Keselamatan;Fasilitas Keselamatan (Catatan);Fasilitas Kesehatan;Fasilitas Kesehatan (Catatan);"Fasilitas Pegangan Penumpang Berdiri berupa ""Gantungan""";"Fasilitas Pegangan Penumpang Berdiri berupa ""Gantungan"" (Catatan)";Ketersediaan Nomor Pengaduan;Ketersediaan Nomor Pengaduan (Catatan);"Fasilitas Pegangan Penumpang Berdiri berupa ""Pegangan Tiang""";"Fasilitas Pegangan Penumpang Berdiri berupa ""Pegangan Tiang"" (Catatan)";Pintu Keluar dan/atau Masuk Penumpang;Pintu Keluar dan/atau Masuk Penumpang (Catatan);Interior Kendaraan;Interior Kendaraan (Catatan);Fasilitas Kemudahan Naik/Turun Penumpang;Fasilitas Kemudahan Naik/Turun Penumpang (Catatan);Lampu Penerangan;Lampu Penerangan (Catatan);Kepadatan;Kepadatan (Catatan);Fasilitas Pengatur Suhu Ruangan;Fasilitas Pengatur Suhu Ruangan (Catatan);Informasi Tata Krama Penumpang;Informasi Tata Krama Penumpang (Catatan);Batas Barang Bawaan;Batas Barang Bawaan (Catatan);Kebersihan dan Kerapian;Kebersihan dan Kerapian (Catatan);SOP Inklusivitas;SOP Inklusivitas (Catatan);Kursi Prioritas;Kursi Prioritas (Catatan);Stiker Kursi Prioritas;Stiker Kursi Prioritas (Catatan);Ruang Khusus untuk Kursi Roda;Ruang Khusus untuk Kursi Roda (Catatan);Tombol Berhenti Bus untuk Kelompok Prioritas;Tombol Berhenti Bus untuk Kelompok Prioritas (Catatan);Ramp;Ramp (Catatan);Waktu Kedatangan Antarbus (Headway);Waktu Kedatangan Antarbus (Headway) (Catatan);Kecepatan Perjalanan;Kecepatan Perjalanan (Catatan);Informasi Pelayanan;Informasi Pelayanan (Catatan);Kendaraan Yang Beroprasi;Kendaraan Yang Beroprasi (Catatan);Kondisi Kendaraan;Kondisi Kendaraan (Catatan);Dokumen Perjalanan;Dokumen Perjalanan (Catatan);Sistem Pemosisi Global (Global Positioning System/GPS);Sistem Pemosisi Global (Global Positioning System/GPS) (Catatan);Lokasi Pengendapan;Lokasi Pengendapan (Catatan);Waktu Berhenti Bus;Waktu Berhenti Bus (Catatan);Pengaduan Kinerja Layanan;Pengaduan Kinerja Layanan (Catatan);Lokasi Pengaturan Waktu Keberangkatan;Lokasi Pengaturan Waktu Keberangkatan (Catatan);Pos Petugas Pengaturan Waktu Keberangkatan;Pos Petugas Pengaturan Waktu Keberangkatan (Catatan);Mesin Pembaca Kartu;Mesin Pembaca Kartu (Catatan);Layanan Operasional;Layanan Operasional (Catatan);Ketersediaan Bus Stop;Ketersediaan Bus Stop (Catatan);Data Pelanggan;Data Pelanggan (Catatan);Kemudahan Pemesanan;Kemudahan Pemesanan (Catatan);Kemudahan Penjemputan;Kemudahan Penjemputan (Catatan)
123;10.25;Irsan ;Wednesday, 03 December 2025;Tidak Sibuk ;7Q;Blok M - PGC ;JDM - 240080;Feeder Bus Sedang ;Bus Sedang ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
124;09.32;Irsan ;Wednesday, 03 December 2025;Tidak Sibuk ;7Q;Blok M - PGC ;TSW - 059;Feeder Bus Sedang ;Bus Sedang ;Ya;;Ya;;Tidak;Tidak Ada;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;;;Ya;Tombol Jauh Dari Kursi Prioritas ;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
125;09.21;Irsan ;Wednesday, 03 December 2025;Tidak Sibuk ;7Q;Blok M - PGC ;TSW - 062;Feeder Bus Sedang ;Bus Sedang ;Ya;;Ya;;Tidak;Tidak Ada;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;;;Ya;Tombol Jauh Dari Kursi Prioritas ;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
126;09.11;Irsan ;Wednesday, 03 December 2025;Tidak Sibuk ;7Q;Blok M - PGC ;TSW - 075;Feeder Bus Sedang ;Bus Sedang ;Ya;;Ya;;Tidak;Tidak Ada;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;Terkelupas ;;;Ya;Tombol Jauh Dari Kursi Prioritas ;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
127;09.13;Irsan ;Wednesday, 03 December 2025;Tidak Sibuk ;7Q;Blok M - PGC ;BMP - 240420;Feeder Bus Sedang ;Bus Sedang ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
128;08.05;Lihan ;Thursday, 04 December 2025;Sibuk ;14B ;Tanjung Priok - Senen ;SGI - 240008;Feeder Bus Sedang ;Bus Sedang ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
129;07.45;Lihan ;Thursday, 04 December 2025;Sibuk ;14B ;Tanjung Priok - Senen ;TSW - 031;Feeder Bus Sedang ;Bus Sedang ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Tidak;Stiker terkelupas ;;;Ya;Tombol Jauh Dari Kursi Prioritas ;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
130;07.52;Lihan ;Thursday, 04 December 2025;Sibuk ;14B ;Tanjung Priok - Senen ;TSW - 054;Feeder Bus Sedang ;Bus Sedang ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;;;Ya;Tombol Jauh Dari Kursi Prioritas ;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
131;08.20;Lihan ;Monday, 08 December 2025;Sibuk ;5M ;Kp. Melayu - Tanah Abang Via Cikini ;TJ - 865;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Tidak;Handgrip 20 ;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
132;08.47;Lihan ;Monday, 08 December 2025;Sibuk ;5M ;Kp. Melayu - Tanah Abang Via Cikini ;TJ - 822;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Tidak;Handgrip 20 ;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
133;08.32;Lihan ;Monday, 08 December 2025;Sibuk ;5M ;Kp. Melayu - Tanah Abang Via Cikini ;TJ - 0505;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada;Ya;;Ya;;Ya;;Tidak;85 cm;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
134;08.40;Lihan ;Monday, 08 December 2025;Sibuk ;5M ;Kp. Melayu - Tanah Abang Via Cikini ;TJ - 832;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Tidak;Handgrip 20 ;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Tidak;Kartu Pengawas September 2025;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
135;10.45;Lihan ;Monday, 08 December 2025;Tidak Sibuk ;5F;Kp. Melayu - Tanah Abang ;TJ - 862;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Tidak;Handgrip 20 ;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
136;10.38;Lihan ;Monday, 08 December 2025;Tidak Sibuk ;5F;Kp. Melayu - Tanah Abang ;TJ - 837;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Tidak;Handgrip 20 ;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
137;11.55;Novi;Monday, 08 December 2025;Tidak Sibuk ;11Q;Kp. Melayu - Pulo Gebang ;DMR - 696;Feeder Bus Besar ;Single Bus ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada;Ya;;Tidak;Tidak Ada Strap;Tidak;Tidak Ada;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
138;11.59;Novi;Monday, 08 December 2025;Tidak Sibuk ;11Q;Kp. Melayu - Pulo Gebang ;DMR - 663;Feeder Bus Besar ;Single Bus ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada;Ya;;Tidak;Tidak Ada Strap;Tidak;Tidak Ada;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
139;12.04;Novi;Monday, 08 December 2025;Tidak Sibuk ;11Q;Kp. Melayu - Pulo Gebang ;DMR - 644;Feeder Bus Besar ;Single Bus ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada;Ya;;Tidak;Tidak Ada Strap;Tidak;Tidak Ada;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
140;12.17;Lihan ;Tuesday, 09 December 2025;Tidak Sibuk ;2Q;Gondangdia - Balaikota ;TJ - 795;Feeder Bus Besar ;Low Entry;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Tidak;Handgrip 20 ;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Tidak;Tidak Terdeteksi di aplikasi TJ ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
141;12.30;Lihan ;Tuesday, 09 December 2025;Tidak Sibuk ;2Q;Gondangdia - Balaikota ;TJ - 792;Feeder Bus Besar ;Low Entry;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Tidak;Handgrip 20 ;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Tidak;Tidak Terdeteksi di aplikasi TJ ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
142;12.31;Lihan ;Tuesday, 09 December 2025;Tidak Sibuk ;2Q;Gondangdia - Balaikota ;TJ - 0493;Feeder Bus Besar ;Low Entry;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Ya;;Ya;;Tidak;85 cm ;Ya;;Ya;;Tidak;Tidak Terdeteksi di aplikasi TJ ;Ya;;Ya;;Tidak;KP Expired ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
143;12.51;Lihan ;Tuesday, 09 December 2025;Tidak Sibuk ;2Q;Gondangdia - Balaikota ;TJ - 0511;Feeder Bus Besar ;Low Entry;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Ya;;Ya;;Tidak;85 cm ;Ya;;Ya;;Tidak;Tidak Terdeteksi di aplikasi TJ ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
144;10.57;Lihan ;Tuesday, 09 December 2025;Tidak Sibuk ;12B;Pluit - Senen ;DMR - 671;Feeder Bus Besar ;Single Bus ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Tidak;Tidak Ada Strap;Tidak;Tidak Tersedia ;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
145;10.50;Lihan ;Tuesday, 09 December 2025;Tidak Sibuk ;12B;Pluit - Senen ;DMR - 482;Feeder Bus Besar ;Single Bus ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Tidak;Resi Bulan Juni ;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Tidak;Tidak Ada Strap;Tidak;Tidak Tersedia ;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
146;10.35;Lihan ;Tuesday, 09 December 2025;Tidak Sibuk ;12B;Pluit - Senen ;DMR - 649;Feeder Bus Besar ;Single Bus ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Tidak;Tidak Ada Strap;Tidak;Tidak Tersedia ;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
147;10.30;Lihan ;Tuesday, 09 December 2025;Tidak Sibuk ;12B;Pluit - Senen ;DMR - 120;Feeder Bus Besar ;Single Bus ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Tidak;Resi Bulan Juli ;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Tidak;Tidak Ada Strap;Tidak;Tidak Tersedia ;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
148;10.07;Lihan ;Tuesday, 09 December 2025;Tidak Sibuk ;12B;Pluit - Senen ;DMR - 663;Feeder Bus Besar ;Single Bus ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Tidak;Resi Bulan Juni ;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Tidak;Tidak Ada Strap;Tidak;Tidak Tersedia ;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
149;09.55;Lihan ;Tuesday, 09 December 2025;Tidak Sibuk ;2P;Senen - Transport Hub Dukuh Atas ;TJ - 842;Feeder Bus Besar ;Low Entry;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Tidak;Handgrip 20 ;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
150;09.50;Lihan ;Tuesday, 09 December 2025;Tidak Sibuk ;2P;Senen - Transport Hub Dukuh Atas ;TJ - 859;Feeder Bus Besar ;Low Entry;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Tidak;Handgrip 20 ;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
151;11.24;Lihan ;Tuesday, 09 December 2025;Tidak Sibuk ;21ST;Shuttle - Senen ;TJ - 247;Feeder Bus Besar ;Single Bus ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Ya;;Tidak;Tidak Tersedia ;;;Ya;Renop 1 (Satu);Ya;;Tidak;Tidak Terdeteksi di aplikasi TJ ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
152;08.27;Ibrahim ;Tuesday, 09 December 2025;Sibuk ;6T;Pasar Minggu - Velbak ;JDM - 230055;Feeder Bus Sedang ;Bus Sedang ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Tidak;Dukumen Belum Terisi ;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Tidak;Lokasi Pengaturan jadwal di lokasi bahu jalan ;Ya;;Ya;;Ya;;Ya;;;;;;;
153;08.32;Ibrahim ;Tuesday, 09 December 2025;Sibuk ;6T;Pasar Minggu - Velbak ;JDM - 230060;Feeder Bus Sedang ;Bus Sedang ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Tidak;Lokasi Pengaturan jadwal di lokasi bahu jalan ;Ya;;Ya;;Ya;;Ya;;;;;;;
154;08.40;Ibrahim ;Tuesday, 09 December 2025;Sibuk ;6T;Pasar Minggu - Velbak ;JDM - 230035;Feeder Bus Sedang ;Bus Sedang ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Tidak;Lokasi Pengaturan jadwal di lokasi bahu jalan ;Ya;;Ya;;Ya;;Ya;;;;;;;
