IDENTITAS ARMADA;;;;;;;;;;KEAMANAN;;;;;;;;;;;;;;;;;;;;KESELAMATAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KENYAMANAN;;;;;;;;;;;;KESETARAAN;;;;;;;;;;;;KETERATURAN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
No;Time Stamp;Unit Kerja;Hari/Tanggal;Waktu Survey;KodeTrayek;Asal - Tujuan;No.Body;Jenis Layanan;Tipe Armada;Identitas Kendaraan;Identitas Kendaraan (Catatan);Tanda Pengenal Pengemudi dan Seragam Awak Kendaraan ;Tanda Pengenal Pengemudi dan Seragam Awak Kendaraan (Catatan);Lampu Isyarat Tanda Darurat;Lampu Isyarat Tanda Darurat (Catatan);Petugas Dalam Bus;Petugas Dalam Bus (Catatan);Kegelapan Kaca Film;Kegelapan Kaca Film (Catatan);Televisi Sirkuit Tertutup (Closed Circuit Television/CCTV);Televisi Sirkuit Tertutup (Closed Circuit Television/CCTV) (Catatan);Ruang Khusus Perempuan;Ruang Khusus Perempuan (Catatan);SOP Penanganan Keamanan;SOP Penanganan Keamanan (Catatan);Informasi Pengaduan Gangguan Keamanan;Informasi Pengaduan Gangguan Keamanan (Catatan);Stiker Larangan Kegiatan;Stiker Larangan Kegiatan (Catatan);SOP Pengoprasian Kendaraan;SOP Pengoprasian Kendaraan (Catatan);SOP Penanganan Keadaan Darurat;SOP Penanganan Keadaan Darurat (Catatan);Tata Cara Mengemudi;Tata Cara Mengemudi (Catatan);Jam Istirahat Pengemudi;Jam Istirahat Pengemudi (Catatan);Kelaikan Kendaraan;Kelaikan Kendaraan (Catatan);Kompetensi Pengemudi;Kompetensi Pengemudi (Catatan);Kelengkapan Administrasi Kendaraan;Kelengkapan Administrasi Kendaraan (Catatan);Fasilitas Keselamatan;Fasilitas Keselamatan (Catatan);Fasilitas Kesehatan;Fasilitas Kesehatan (Catatan);"Fasilitas Pegangan Penumpang Berdiri berupa ""Gantungan""";"Fasilitas Pegangan Penumpang Berdiri berupa ""Gantungan"" (Catatan)";Ketersediaan Nomor Pengaduan;Ketersediaan Nomor Pengaduan (Catatan);"Fasilitas Pegangan Penumpang Berdiri berupa ""Pegangan Tiang""";"Fasilitas Pegangan Penumpang Berdiri berupa ""Pegangan Tiang"" (Catatan)";Pintu Keluar dan/atau Masuk Penumpang;Pintu Keluar dan/atau Masuk Penumpang (Catatan);Interior Kendaraan;Interior Kendaraan (Catatan);Fasilitas Kemudahan Naik/Turun Penumpang;Fasilitas Kemudahan Naik/Turun Penumpang (Catatan);Lampu Penerangan;Lampu Penerangan (Catatan);Kepadatan;Kepadatan (Catatan);Fasilitas Pengatur Suhu Ruangan;Fasilitas Pengatur Suhu Ruangan (Catatan);Informasi Tata Krama Penumpang;Informasi Tata Krama Penumpang (Catatan);Batas Barang Bawaan;Batas Barang Bawaan (Catatan);Kebersihan dan Kerapian;Kebersihan dan Kerapian (Catatan);SOP Inklusivitas;SOP Inklusivitas (Catatan);Kursi Prioritas;Kursi Prioritas (Catatan);Stiker Kursi Prioritas;Stiker Kursi Prioritas (Catatan);Ruang Khusus untuk Kursi Roda;Ruang Khusus untuk Kursi Roda (Catatan);Tombol Berhenti Bus untuk Kelompok Prioritas;Tombol Berhenti Bus untuk Kelompok Prioritas (Catatan);Ramp;Ramp (Catatan);Waktu Kedatangan Antarbus (Headway);Waktu Kedatangan Antarbus (Headway) (Catatan);Kecepatan Perjalanan;Kecepatan Perjalanan (Catatan);Informasi Pelayanan;Informasi Pelayanan (Catatan);Kendaraan Yang Beroprasi;Kendaraan Yang Beroprasi (Catatan);Kondisi Kendaraan;Kondisi Kendaraan (Catatan);Dokumen Perjalanan;Dokumen Perjalanan (Catatan);Sistem Pemosisi Global (Global Positioning System/GPS);Sistem Pemosisi Global (Global Positioning System/GPS) (Catatan);Lokasi Pengendapan;Lokasi Pengendapan (Catatan);Waktu Berhenti Bus;Waktu Berhenti Bus (Catatan);Pengaduan Kinerja Layanan;Pengaduan Kinerja Layanan (Catatan);Lokasi Pengaturan Waktu Keberangkatan;Lokasi Pengaturan Waktu Keberangkatan (Catatan);Pos Petugas Pengaturan Waktu Keberangkatan;Pos Petugas Pengaturan Waktu Keberangkatan (Catatan);Mesin Pembaca Kartu;Mesin Pembaca Kartu (Catatan);Layanan Operasional;Layanan Operasional (Catatan);Ketersediaan Bus Stop;Ketersediaan Bus Stop (Catatan);Data Pelanggan;Data Pelanggan (Catatan);Kemudahan Pemesanan;Kemudahan Pemesanan (Catatan);Kemudahan Penjemputan;Kemudahan Penjemputan (Catatan)
21;10.20;Wiji;Monday, 01 December 2025;Tidak Sibuk ;7E;Kp. Rambutan - Ragunan ;MBT - 240620;Feeder Bus Sedang ;Bus Sedang ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
22;10.30;Wiji;Monday, 01 December 2025;Tidak Sibuk ;7E;Kp. Rambutan - Ragunan ;MBT - 240626;Feeder Bus Sedang ;Bus Sedang ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
23;10.00;Rizky ;Monday, 01 December 2025;Tidak Sibuk ;7A;Kp. Rambutan - Lebak Bulus ;MYS - 22350;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
24;09.52;Rizky ;Monday, 01 December 2025;Tidak Sibuk ;7A;Kp. Rambutan - Lebak Bulus ;MYS - 22355;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
25;09.51;Rizky ;Monday, 01 December 2025;Tidak Sibuk ;7A;Kp. Rambutan - Lebak Bulus ;MYS - 22354;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
26;09.39;Rizky ;Monday, 01 December 2025;Tidak Sibuk ;7A;Kp. Rambutan - Lebak Bulus ;MYS - 22335;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
27;09.37;Rizky ;Monday, 01 December 2025;Tidak Sibuk ;7A;Kp. Rambutan - Lebak Bulus ;MYS - 22349;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
28;09.34;Rizky ;Monday, 01 December 2025;Tidak Sibuk ;7A;Kp. Rambutan - Lebak Bulus ;MYS - 22351;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
29;09.32;Rizky ;Monday, 01 December 2025;Tidak Sibuk ;7A;Kp. Rambutan - Lebak Bulus ;MYS - 22353;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
30;09.30;Rizky ;Monday, 01 December 2025;Tidak Sibuk ;7A;Kp. Rambutan - Lebak Bulus ;TJ - 673;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Bus Lama ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;No Seatbelt;Ya;;Ya;;Ya;;Tidak;85 cm ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
31;09.05;Rizky ;Tuesday, 02 December 2025;Tidak Sibuk ;11D;Pulo Gadung - Pulo Gebang ;TSW - 029;Feeder Bus Sedang ;Bus Sedang ;Ya;;Ya;;Tidak;Bus Lama ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Tidak;Tidak Ada Betadine ;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;;;Ya;Letak tombol jauh dari kursi prioritasi;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
32;08.26;Rizky ;Tuesday, 02 December 2025;Sibuk ;11D;Pulo Gadung - Pulo Gebang ;TSW - 067;Feeder Bus Sedang ;Bus Sedang ;Ya;;Ya;;Tidak;Bus Lama ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;;;Ya;Letak tombol jauh dari kursi prioritasi;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
33;08.43;Rizky ;Tuesday, 02 December 2025;Tidak Sibuk ;11D;Pulo Gadung - Pulo Gebang ;TSW - 080;Feeder Bus Sedang ;Bus Sedang ;Ya;;Ya;;Tidak;Bus Lama ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;;;Ya;Letak tombol jauh dari kursi prioritasi;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
34;10.42;Rizky ;Tuesday, 02 December 2025;Tidak Sibuk ;11W;Pulo Gadung - Pulo Gebang ;DMR - 230100;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Bus Lama ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
35;10.39;Rizky ;Tuesday, 02 December 2025;Tidak Sibuk ;11W;Pulo Gadung - Pulo Gebang ;DMR - 230106;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Bus Lama ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
36;10.52;Rizky ;Tuesday, 02 December 2025;Tidak Sibuk ;11W;Pulo Gadung - Pulo Gebang ;DMR - 230109;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Bus Lama ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
37;08.40;Badruz ;Tuesday, 02 December 2025;Sibuk ;12P;Pegangsaan 2 (LRT) - JIS ;MYS - 21242;Feeder Bus Besar ;Single Bus ;Ya;;Ya;;Tidak;Tidak Ada Lampu Darurat ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;Tidak;Tidak Ada Tombol ;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
38;09.14;Badruz ;Tuesday, 02 December 2025;Sibuk ;12P;Pegangsaan 2 (LRT) - JIS ;MYS - 21243;Feeder Bus Besar ;Single Bus ;Ya;;Ya;;Tidak;Tidak Ada Lampu Darurat ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;Tidak;Tidak Ada Tombol ;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
39;09.50;Badruz ;Tuesday, 02 December 2025;Sibuk ;12P;Pegangsaan 2 (LRT) - JIS ;MYS - 21234;Feeder Bus Besar ;Single Bus ;Ya;;Ya;;Tidak;Tidak Ada Lampu Darurat ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;Tidak;Tidak Ada Tombol ;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
40;08.44;Badruz ;Tuesday, 02 December 2025;Sibuk ;14A;Monas - JIS ;DMR - 134;Feeder Bus Besar ;Single Bus ;Ya;;Ya;;Tidak;Tidak Ada Lampu Darurat ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Tidak;Tidak Ada Strap;Tidak;Tidak Ada Tombol ;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
41;08.57;Badruz ;Tuesday, 02 December 2025;Sibuk ;14A;Monas - JIS ;DMR - 341;Feeder Bus Besar ;Single Bus ;Ya;;Ya;;Tidak;Tidak Ada Lampu Darurat ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Tidak;Tidak Ada Strap;Tidak;Tidak Ada Tombol ;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
42;08.48;Badruz ;Tuesday, 02 December 2025;Sibuk ;14A;Monas - JIS ;DMR - 669;Feeder Bus Besar ;Single Bus ;Ya;;Ya;;Tidak;Tidak Ada Lampu Darurat ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Tidak;Tidak Ada Strap;Tidak;Tidak Ada Tombol ;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
43;08.37;Badruz ;Tuesday, 02 December 2025;Sibuk ;14A;Monas - JIS ;DMR - 676;Feeder Bus Besar ;Single Bus ;Ya;;Ya;;Tidak;Tidak Ada Lampu Darurat ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Tidak;Tidak Ada Strap;Tidak;Tidak Ada Tombol ;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
44;09.20;Lihan ;Tuesday, 02 December 2025;Tidak Sibuk ;4F ;Pulo Gadung - Pinang Ranti ;TJ - 0718;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Tidak;Betadine Expired (FEB 2025);Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Ya;;Ya;;Tidak;85 cm ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
45;09.09;Lihan ;Tuesday, 02 December 2025;Tidak Sibuk ;4F ;Pulo Gadung - Pinang Ranti ;TJ - 0676;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Tidak;Betadine Expired (FEB 2025);Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Ya;;Ya;;Tidak;85 cm ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
46;09.04;Lihan ;Tuesday, 02 December 2025;Tidak Sibuk ;4F ;Pulo Gadung - Pinang Ranti ;TJ - 0672;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Ya;;Tidak;Tombol Tidak Menyala ;Tidak;85 cm ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
47;08.51;Lihan ;Tuesday, 02 December 2025;Sibuk ;4F ;Pulo Gadung - Pinang Ranti ;TJ - 0661;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Ya;;Ya;;Tidak;85 cm ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
48;08.48;Lihan ;Tuesday, 02 December 2025;Sibuk ;4F ;Pulo Gadung - Pinang Ranti ;TJ - 0738;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Ya;;Ya;;Tidak;85 cm ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
49;08.41;Lihan ;Tuesday, 02 December 2025;Sibuk ;4F ;Pulo Gadung - Pinang Ranti ;TJ - 0747;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Ya;;Tidak;Tombol menyala 2 (Dua);Tidak;85 cm ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
50;08.35;Lihan ;Tuesday, 02 December 2025;Sibuk ;4F ;Pulo Gadung - Pinang Ranti ;TJ - 0769;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Tidak Tersedia ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;Seatbelt Tidak Ada ;Ya;;Ya;;Tidak;Tombol menyala 1 (Satu);Tidak;85 cm ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
51;09.09;Rizky ;Tuesday, 02 December 2025;Tidak Sibuk ;2B ;Pulo Gadung - Harapan Indah ;TJ - 0758;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Bus Lama ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;No Seatbelt ;Ya;;Ya;;Ya;;Tidak;85 cm ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
52;08.57;Rizky ;Tuesday, 02 December 2025;Sibuk ;2B ;Pulo Gadung - Harapan Indah ;TJ - 0760;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Bus Lama ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Tidak;Batadine Tidak Ada ;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;No Seatbelt ;Ya;;Ya;;Ya;;Tidak;85 cm ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
53;08.50;Rizky ;Tuesday, 02 December 2025;Sibuk ;2B ;Pulo Gadung - Harapan Indah ;TJ - 0770;Feeder Bus Besar ;Low Entry ;Ya;;Ya;;Tidak;Bus Lama ;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;Ya;;Ya;;Ya;;;;Ya;;Ya;;;;;;Ya;;Ya;;Ya;;Ya;;;;;;Ya;;Tidak;No Seatbelt ;Ya;;Ya;;Ya;;Tidak;85 cm ;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;Ya;;;;;;;
